,product_name,energy_100g,sugars_100g,fiber_100g,proteins_100g,sodium_100g,saturated-fat_100g,nutrition-score-fr_100g,nutrition_grade_fr
219168,Mélanges de céréales Quinoa,1611.0,3.2,10.7,12.8,0.0,0.7,-6.0,a
237998,Terrine de truite et amandes grillees,845.0,2.5,,10.1,0.31496062992126,3.1,3.0,c
194179,Danio vanille,406.0,10.0,,7.8,0.0354330708661417,1.8,0.0,b
309594,L'éveil du Bouddha Maca & Vanille,1736.0,11.8,15.4,12.0,0.0118110236220472,1.9,-2.0,a
250369,Brandade de morue parmentiere gratinee,586.0,0.2,,7.0,0.18897637795275601,0.6,-1.0,a
231475,Pâtes au poulet et aux champignons,527.0,2.0,1.0,8.5,0.28740157480315004,1.6,-1.0,a
232832,Amarante,1500.0,,15.2,14.4,,,,
216857,En-K sur lit de fruit de la passion 0%,327.0,10.0,,8.0,0.0393700787401575,0.1,-2.0,a
177185,Noir intense 74%,2367.0,26.0,,9.9,0.0078740157480315,26.0,22.0,e
266728,Gaufrettes vanille sans gluten,2209.0,40.0,0.0,1.8,0.0669291338582677,17.0,24.0,e
235792,Chabichou du Poitou AOP,,,,,,,,
236842,Croûtons frits goût nature,,,,,,,,
251842,Ebly® 5 min,1506.0,1.6,6.1,12.1,0.0118,0.7,-6.0,a
220422,"Thon entier naturel pêche canne U, boîte 1/6",494.0,0.01,0.0,26.0,0.47244094488189003,0.8,1.0,b
236445,6 cornets praliné noisette,1174.0,24.0,1.3,4.4,0.0551181102362205,7.8,14.0,d
250061,Huilve vierge de noix,3700.0,0.0,0.0,0.0,0.0,9.0,10.0,c
185610,Reblochon de Savoie au lait cru,1377.0,,,21.0,0.669291338582677,18.0,,
298857,Extra Pépites,2063.0,26.0,4.3,7.0,0.275590551181102,12.0,19.0,e
288217,Terrine de Campagne à l'Ancienne Dorée au four,1419.0,0.8,,14.7,0.551181102362205,11.5,20.0,e
207236,Porc au caramel riz basmati,747.0,6.3,2.3,11.0,0.433070866141732,1.3,0.0,b
114718,Escalope de dinde,,,,,,,,
270546,Figue rouge,741.0,42.0,,0.7,0.0118110236220472,0.1,11.0,d
194393,Bloc de foie gras,,,,,,,,
245873,Barres Fruits secs,2277.0,24.9,6.1,21.9,0.0196850393700787,5.3,11.0,d
332410,Seiches Grillées,368.0,0.1,0.0,12.0,1.3779527559055098,1.2,12.0,d
304434,Verrines (1 Campagne + 1 Foie Porc + 1 Foie de Volaille),,,,,,,,
303804,Nic Nac,1812.0,23.0,2.5,7.0,0.366141732283465,0.8,11.0,d
321561,Dessert chocolat au lait,2322.0,51.0,0.0,6.3,0.0708661417322835,20.6,26.0,e
300685,10 Tempura de Crevette,1263.0,0.0,1.5,8.4,0.433070866141732,9.5,14.0,d
245073,Lait demi-écrémé,191.0,4.5,,3.2,0.0393700787401575,0.9,-1.0,a
322260,Perrier Sparkling Water Plastic Bottle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
264239,Moussaka surgelée,639.0,2.6,3.2,4.7,0.28346456692913397,2.4,0.0,b
199124,Jambon de dinde,529.0,1.0,,19.0,0.708661417322835,1.7,4.0,c
242015,Velouté Courgettes au Basilic,121.0,0.92,1.12,0.72,0.22,0.2,1.0,b
270093,La Mousse Pur Canard bien élevée,1937.0,1.8,,8.4,0.5118110236220471,15.8,20.0,e
286791,Risotto De Légumes,356.0,4.2,1.4,2.5,0.0393700787401575,1.9,0.0,b
270036,3 tranches jambon cru,678.0,0.5,0.0,22.0,1.96850393700787,3.2,15.0,d
284151,Minis ,2353.0,52.6,,6.7,0.078740157480315,21.5,27.0,e
206329,Fraises Mara des Bois,,,,,,,,
273096,Crème de châtaigne nature bio,,55.0,,,,,,
260425,Sélection 3 riz,1464.0,0.5,1.5,7.5,0.01,0.2,-2.0,a
255879,Mini pipe (Al dente 6 min),1538.0,3.0,2.5,12.0,0.0,0.3,-4.0,a
267789,Confiture figue,,,,,,,,
313369,Preserved Black Beans with Chilli,2276.0,1.2,0.0,9.2,1.14173228346457,4.4,16.0,d
241371,Tarama au caviar,,,,,,,,
264373,Infusion citronnelle orange,,,,,,,,
282782,"Bio Joghurt Mild, Mango Vanille",393.0,12.6,0.3,3.8,0.0511811023622047,3.0,3.0,c
181634,Triple,,,,,,,,
277937,EmkiPop Desalterante,418.0,25.0,0.0,0.0,0.0,0.0,6.0,c
229157,Jus du potager Carotte,117.0,6.2,1.0,0.6,0.0393700787401575,0.01,-2.0,b
306811,Poulet au curry,439.0,0.8,,19.0,0.9448818897637801,0.9,11.0,d
250108,Confiture De Framboise,1042.0,59.0,2.0,0.5,0.0196850393700787,0.05,11.0,d
221830,Champagne Monopole,,,,,,,,
234493,"Fromage frais sucré MALO, 40% de MG, pot",556.0,12.0,,5.3,0.031496062992126,5.2,5.0,c
268258,Sardines à l'huile d'olive et au citron,1456.0,0.3,0.0,17.0,0.19685039370078697,5.86,11.0,d
286682,7 Up,176.0,10.4,,0.001,0.0118110236220472,0.001,13.0,e
208704,Goûters Carrés parfum Choco,2000.0,32.0,3.2,6.6,0.22834645669291298,8.0,17.0,d
303582,Jus D'orange,368.0,9.2,0.5,0.7,0.00393700787401575,0.1,7.0,d
178069,cranberries séchées,1504.0,65.0,8.7,0.1,0.0,0.0,4.0,c
245853,Fourrés Cacao,1861.0,35.0,4.2,7.7,0.0354330708661417,4.0,10.0,c
279814,Lindor,2534.0,44.0,,5.1,0.0511811023622047,34.0,26.0,e
233332,4 Andouillettes de Troyes à griller,812.0,0.5,,16.0,0.551181102362205,6.7,14.0,d
228741,Huile de tournesol,3766.0,0.0,0.0,0.0,0.0,11.0,11.0,d
272703,Tomates pelées entières au jus,105.0,2.6,1.2,1.0,0.0393700787401575,0.0,-6.0,a
190336,Assortiment chips saveurs,2233.0,0.7,0.0,6.3,0.433070866141732,3.0,12.0,d
342978,Poivron farci La Fragua,385.0,3.9,0.2,2.4,0.31496062992126,0.83,-2.0,a
189064,Mirabelles - non dénoyautées au sirop,301.0,14.8,,0.2,0.00393700787401575,0.03,3.0,c
210164,Biscuit Bio P'tit nature,1774.0,22.0,6.8,9.1,0.216535433070866,1.0,6.0,c
224770,Terrine de Lapin (Serpolet & Vin Blanc),1116.0,1.6,,12.6,0.551181102362205,7.9,16.0,d
274935,Fraîcheur Créole Exotique,202.0,,0.1,0.2,0.0,,,
236808,Raclette de Savoie au lait de montagne,,,,,,,,
214264,Tartiflette,682.0,0.9,,6.5,0.27952755905511795,6.2,11.0,d
215436,Paëlla,579.0,0.5,,6.5,0.303149606299213,1.4,1.0,b
266117,Mini cookies cacao,1640.0,24.4,6.7,8.3,0.19685039370078697,0.6,6.0,c
210751,Saint Marcellin IGP (23% MG),,,,,,,,
191819,Vinaigrette Biologique Tomates Séchées,2004.0,2.0,,0.7,1.10236220472441,5.6,16.0,d
268959,Langue de Boeuf,594.0,1.0,0.0,12.1,0.29133858267716495,4.5,3.0,c
333345,Huile d'olive Il Nobile Carapelli,3443.0,0.0,0.0,0.0,0.0,14.0,11.0,d
329096,Encore Lait 158G,2397.0,43.0,3.6,7.4,0.18897637795275601,19.0,23.0,e
255589,Sel de Guérande IGP,,,,,,,,
193337,La Laitière Secret de Mousse Duo Chocolat au Lait & Caramel (Offre Eco),,,,,,,,
266891,Salade parisienne,690.0,1.5,2.0,10.0,0.25984251968503896,2.7,-1.0,a
202417,Filets de maquereaux au Naturel,651.0,0.0,,12.0,0.47244094488189003,2.9,3.0,c
310351,Bte 270G Boeuf En Gelee Tulip,548.0,0.0,,17.0,0.551181102362205,3.7,5.0,c
234160,Amandes crues décortiquées ,2481.0,4.0,7.6,24.0,0.0016,4.3,-4.0,a
202372,BISCUITS 5 CEREALES SANS SEL SANS SUCRE,1741.0,11.6,8.0,7.1,0.0062992125984252,8.0,9.0,c
243255,XXL 3 jambon emmental salade + 1 gratuit,1138.0,2.6,2.6,11.2,0.63,3.1,9.0,c
197336,Ma pâte à crêpes,1501.0,0.6,3.7,14.0,0.47244094488189003,0.8,-1.0,a
240916,Madeleines d'epeautre bio,1448.0,27.6,2.3,7.7,0.23622047244094502,2.2,11.0,d
348840,Yakult Original,280.0,14.0,,1.3,0.015748031496063,0.0,20.0,e
257734,Mini-crackers emmental et graines de courge,1882.0,2.3,9.2,18.0,0.78740157480315,5.7,13.0,d
245065,Crème fraîche épaisse de Montagne,1173.0,2.5,,1.2,0.0,18.0,13.0,d
287189,Gemüse Maultaschen,,,,,,,,
258379,Petits cones vanille chocolat,1247.0,29.0,1.3,3.3,0.0354330708661417,12.0,18.0,d
270351,Alter Eco Noir Dessert,2268.0,49.5,0.0,3.6,0.0,21.5,26.0,e
269136,Tropical,166.0,9.1,,0.0,0.00393700787401575,0.0,13.0,e
200320,Muesli Croustillant Chocolat & châtaigne ,1926.0,22.7,3.6,5.8,0.00393700787401575,2.9,7.0,c
337744,Spaghetti,1502.0,3.5,3.0,14.5,0.005118110236220471,0.4,-5.0,a
188529,Beurre demi-sel,3004.0,0.4,,1.1,0.708661417322835,55.0,25.0,e
255217,"Miel D'acacia, Doux Délicat",1322.0,79.0,0.0,0.5,0.0,0.1,13.0,d
231606,Mini Quiches,1305.0,3.1,0.6,8.2,0.46456692913385794,13.3,18.0,d
189178,Armagnac,,,,,,,,
221088,Gourdes pomme framboise grenade acerola sans sucre ajouté U,222.0,12.0,1.4,0.2,0.0393700787401575,0.1,1.0,b
270415,Beurre de Cacahuète,2603.0,5.2,4.9,25.6,0.3543307086614171,13.7,16.0,d
204065,Mini Galette Maïs Riz Saveur Fromage Basilic,1895.0,4.1,2.1,6.7,0.263779527559055,1.7,2.0,b
261794,Maïs sans Sucres Ajoutés,380.0,4.0,4.5,3.0,0.17,0.2,-9.0,a
336087,Chapelure De Mais (375 GR),1573.0,0.4,2.5,7.0,0.78740157480315,0.3,9.0,c
192028,Sablés beurré nantais,1945.0,26.0,2.7,6.3,0.551181102362205,11.0,23.0,e
184379,Jus d'orange Bio,186.0,9.0,,0.7,0.00393700787401575,0.1,3.0,c
181311,Jeunes pousses bio,,,,,,,,
263145,Doudou délice,,,,,,,,
206201,Dattes Medjool,1159.0,68.0,,1.8,0.0,0.0,7.0,c
268629,Spaghetti Comme un Chef !,1485.0,6.0,3.0,13.0,0.0078740157480315,0.3,-4.0,a
207897,Café lyophilisé décaféiné,,,,,,,,
295416,Hob'Nobs l'Original,1966.0,25.5,6.1,7.3,0.326771653543307,8.9,16.0,d
201947,En Cas de Caprice,1452.0,0.1,,16.1,0.551181102362205,22.0,20.0,e
342256,Cuisine Lait De Coco,314.0,0.8,0.0,0.5,0.015748031496063,6.8,6.0,c
193656,Pain de mie Jacquet L\'Original,1185.0,7.7,2.8,8.7,0.49200000000000005,0.3,1.0,b
182961,Dessert glacé aux 3 chocolats (650 g / 900 ml),1008.0,30.8,1.0,4.0,0.0590551181102362,7.0,14.0,d
231333,Sorbet Abricot ,471.0,24.2,1.8,0.5,0.0078740157480315,0.8,4.0,c
339514,Tortas De Maiz Gullón S / Gluten 130GR,109.0,0.6,1.9,8.0,0.5118110236220471,0.1,-1.0,a
210204,Pause chocolat aux éclats de noisettes caramélisées,1709.0,31.2,6.5,20.6,0.09,7.4,13.0,d
298379,Biona Organic Peanut Butter Smooth,2485.0,4.7,8.5,25.8,0.015748031496063,6.3,9.0,c
223335,Kid'snacks goût Ketchup,2159.0,5.7,2.1,4.5,1.06,2.6,17.0,d
275430,P'tit Craq Amandes,1933.0,61.0,4.0,10.0,0.031496062992126,1.3,11.0,d
218430,Gaufres Liégoises Choco,1882.0,24.2,,7.2,0.47244094488189003,11.3,25.0,e
178383,Brownie chaud,,,,,,,,
217830,Cacahuètes Grillées à sec,2511.0,6.6,,25.5,0.393700787401575,6.2,18.0,d
267415,FINDUS Petits Lingots Batonnets de poisson panés,912.0,1.1,0.9,12.0,0.35039370078740195,0.7,-1.0,a
243066,DHA Cérébral & Vision Doux,1849.0,0.0,0.0,0.0,0.110236220472441,13.0,9.0,c
235963,Epicerie / Boissons Et Vins / Sodas Bio,159.0,8.25,0.5,0.0,0.00393700787401575,0.0,12.0,e
284428,Céréales Petit Déjeuner,1502.0,15.0,7.2,9.5,0.122047244094488,0.9,-2.0,a
193141,Crème (23 % MG) à Prix Choc !,,,,,,,,
252286,Coppa tranche x8,874.0,0.4,0.0,18.0,0.708661417322835,6.0,14.0,d
332358,Spaghetti bii,1498.0,3.5,,11.5,0.00393700787401575,0.3,-1.0,a
206171,Émincés de Poulet et Purée de Carottes & Pommes de terre Bio,311.0,2.1,,5.3,0.3543307086614171,1.9,0.0,b
231097,Brochettes de boeuf au fromage,1125.0,6.0,0.9,20.0,0.783464566929134,13.0,21.0,e
232232,Noix de cajou poivre de Tellicherry PROMO : 30%,2456.0,5.1,5.2,19.8,0.551181102362205,8.8,17.0,d
206585,Andouille de Bretagne,,,,,,,,
250380,Liégeois Saveur Vanille sur lit de caramel,640.0,19.3,0.1,2.0,0.0393700787401575,4.2,8.0,c
254690,Ski de fondue,1643.0,67.0,,2.5,0.15748031496063,4.3,19.0,e
195920,Blédilait 2eme Age Blédina,1904.0,58.3,3.9,9.3,0.0,9.1,19.0,e
267602,Energy Drink Taurine,138.0,8.3,0.0,0.1,0.078740157480315,0.0,11.0,e
226004,Pruneaux d'agen Géants,1008.0,35.0,7.0,2.0,0.0,0.1,-1.0,a
286516,Fresubin,628.0,13.0,0.0,7.5,0.0,7.0,5.0,c
272073,Coquille de Noël Nature,,,,,,,,
298927,XTRA Spicy Chilli Sauce,2121.0,3.2,2.7,4.3,0.8267716535433071,3.3,15.0,d
331808,Tomates entières pelées ,,,,,,,,
223520,Emotion de lait,494.0,3.7,0.0,3.3,0.047244094488189003,6.0,4.0,c
202452,Arsène Saupiquet Sardines,836.0,0.0,,24.0,0.47244094488189003,3.5,5.0,c
332343,Fusilli de maïs riz,1516.0,0.2,,7.4,0.00078740157480315,0.4,0.0,b
258947,Couscous grain fin,1481.0,3.5,4.0,13.0,0.00393700787401575,0.4,-6.0,a
218334,Piperade basquaise,,,,,,,,
289091,Sesame,1879.0,3.8,11.2,16.3,0.551181102362205,2.5,8.0,c
209055,Flammekueche d'Alsace lardons fumés au bois de hêtre,1019.0,3.5,,7.0,0.5118110236220471,4.3,12.0,d
256126,"Macedoine de legumes, 5 legumes",159.0,1.1,3.4,2.1,0.275590551181102,0.1,-2.0,a
184630,Croque-Monsieur à Gratiner Jambon & Emmental,808.0,3.1,,7.5,0.551181102362205,3.6,11.0,d
242494,Mélange Salades et Plats,,,,,,,,
223660,Chocolat dessert Noir,2180.0,48.0,8.4,6.6,0.0078740157480315,18.0,21.0,e
68885,Tortilla Chips Ancient Grains,2008.0,4.0,6.0,8.0,0.0,2.0,-3.0,a
243532,Camembert de Normandie Saveur U,1169.0,0.5,,20.4,0.708661417322835,13.7,15.0,d
242957,Sirop citron sans colorant,1146.0,68.0,0.0,0.1,0.000393700787401575,0.01,13.0,d
340764,Gressins aux olives et graines de sésame,2059.0,1.3,6.2,9.3,0.905511811023622,2.9,13.0,d
216030,P'tit Yab,301.0,12.0,0.0,3.1,0.0393700787401575,0.9,1.0,b
346413,Raisins sultanas,1252.0,59.19,,3.7,0.0196850393700787,0.0,6.0,c
239046,"Panier de Yoplait (0 % MG, 0 % Sucres ajoutés) - (Cerise, Fraise, Framboise, Mûre) 8 Pots",177.0,4.6,0.4,4.0,0.0708661417322835,0.1,-1.0,a
206866,Pommes rissolées,514.0,0.5,2.5,2.0,0.04,0.4,-3.0,a
219345,"Fromage Crèmeux Au Lait Pasteurisé U Bio, 25%MG,",1259.0,0.1,0.1,18.0,0.590551181102362,17.0,19.0,e
215048,Compote pomme mangue fruit de la passion,332.0,16.3,,0.5,0.00393700787401575,0.1,-2.0,a
268731,"Sirop De Citron Bien Vu,",1054.0,56.2,,0.0,0.00393700787401575,0.0,20.0,e
216704,stevia,8.0,99.0,0.0,0.05,0.00393700787401575,0.5,10.0,c
308838,Éveil du bouddha maca & vanille ,1736.0,11.8,15.4,12.0,0.0118110236220472,1.9,-2.0,a
254849,Tuiles patissières aux amandes,,,,,,,,
237057,Saucisson aux chanterelles MAISON DE SAVOIE,1657.0,1.0,0.0,26.0,1.7716535433070901,12.0,24.0,e
277728,100% spiruline crue,1536.0,0.7,,66.2,0.484251968503937,2.9,11.0,d
215999,Rosé pamplemousse,,,,,,,,
207718,Emmental Français Est-Central IGP au lait cru (32 % MG) Grand Cru - label Rouge ,1660.0,0.1,0.0,28.0,0.2,20.0,11.0,d
213601,Reblochon de Savoie au lait cru,1365.0,0.5,,21.0,0.669291338582677,18.0,16.0,d
278359,"Epicerie / Céréales, Graines, Pâtes, Riz / Quinoa Bio",761.0,3.3,3.8,6.3,0.15748031496063,0.5,-5.0,a
203189,Calendrier de l'Avent Nativité,2145.0,61.0,,6.5,0.0570866141732283,16.0,26.0,e
269785,Lentilles vertes,1237.0,1.5,32.0,25.5,0.004,0.23,-12.0,a
272755,Moutarde noire,,,,,,,,
239478,Olivade noire,,,,,,,,
227553,Wrap poulet rôti sauce caesar,887.0,2.3,3.5,8.8,0.437007874015748,1.4,-2.0,a
192139,Pain Grillé Brioché,1858.0,9.5,3.0,13.0,0.421259842519685,6.0,12.0,d
180586,Cookies Biscuits,2109.0,34.0,4.0,6.5,0.46456692913385794,15.0,23.0,e
295376,"Chocolats assortis CELEBRATIONS, ballotin de",2063.0,55.4,,5.4,0.153543307086614,14.4,27.0,e
223230,Harmony Magnesienne,0.0,0.0,0.0,0.0,0.0354330708661417,0.0,0.0,a
336339,Cuisine riz,813.0,0.0,1.2,0.7,0.0591,1.5,2.0,b
115677,Parmigiano Reggiano,1682.0,0.0,,32.0,0.62992125984252,20.0,21.0,e
201413,Armagnac,,,,,,,,
297312,Garlic Masala Pickle,1000.0,9.5,,2.9,2.6377952755905496,2.1,16.0,d
263834,Salade mexicaine au thon,528.0,2.4,3.0,10.6,0.393700787401575,0.4,-4.0,a
306162,Riz Basmati,565.0,0.0,0.0,3.5,0.0078740157480315,0.1,-1.0,a
198012,Kronenbourg,146.0,0.02,0.0,0.4,0.0118,0.0,,
278535,Tenebrio Molitor,2121.0,0.2,0.0,58.9,0.15748031496063,6.34,13.0,d
262064,Abricots rouges du Roussillon ,839.0,47.1,1.6,0.4,0.00708661417322835,0.0,8.0,c
234539,Yaourt Fraise,414.0,14.5,0.0,3.5,0.0,2.0,3.0,c
250233,Konjac,4.0,0.1,81.6,0.1,0.0393700787401575,0.1,-5.0,a
332539,Epinards hachés,167.0,0.0,,3.0,0.393700787401575,0.0,3.0,c
259021,Chocolat Lait Noisettes,2330.0,44.0,3.0,9.0,0.098,15.0,22.0,e
253765,Pure 100% Isolate Whey Vanille 750G Eric Favre,1527.0,3.1,0.92,88.95,0.19685039370078697,0.24,0.0,b
329521,"P16Dos.Tassimo Cappuccino,",142.0,1.9,0.0,1.8,0.0590551181102362,1.4,0.0,b
243253,XXL Pain suédois Poulet fumé Emmental,935.0,5.6,,11.0,0.5118110236220471,2.1,5.0,c
207101,Vinaigrette huile d'olive citron 25% MG,973.0,1.3,1.1,0.2,0.6,3.2,10.0,c
321897,Nescafé 3 en 1 goût Café au Lait sucré,1879.0,57.0,3.0,2.6,0.374015748031496,12.0,,
328759,Grand arôme,1575.0,67.0,10.5,7.5,0.0118110236220472,2.4,11.0,d
264429,Camembert de caractère au lait pasteurisé (21 % MG) ,1100.0,0.0,0.0,19.0,0.53,15.3,13.0,d
308583,Evasion Orientale saveur Menthe,104.0,6.0,,0.0,0.0,0.0,8.0,d
228701,Fleur de Colza,3700.0,0.0,0.0,0.0,0.0,6.5,10.0,c
304484,Chips Provencales,2155.0,2.5,4.0,6.3,0.78740157480315,3.5,12.0,d
261925,Velouté Saveurs du Sud,146.0,2.3,2.2,0.9,0.216535433070866,0.3,-1.0,a
270245,Cake Nature & Chocolat,1877.0,29.9,1.7,5.8,0.307086614173228,15.0,22.0,e
192918,Pom'Potes Brassés Abricot,441.0,15.0,,4.83,0.0551181102362205,1.2,2.0,b
220760,Pavé au poivre,1492.0,0.9,0.0,24.0,1.8110236220472402,13.0,24.0,e
274653,thé tonique - Thé vert citronnelle guarana,,,,,,,,
264691,"Rik & Rok Compote en gourde Pomme, Pomme Fraise, Pomme Abricot, Pomme Poire. Allegees en sucres.",1176.0,13.0,1.8,0.5,0.00393700787401575,0.0,3.0,c
69815,Russin Earl Grey,,,,,,,,
213548,Crème Caramel,556.0,17.2,,5.2,0.062992125984252,2.4,3.0,c
197142,"Vin rose cinsault grenache IGP pays d'oc 12,5%",,,,,,,,
200588,Delacre 1891,,,,,,,,
208162,4 nems au crabe,676.0,3.8,2.3,9.1,0.4,0.6,-2.0,a
182960,Batter tempura,1420.0,1.3,,6.5,2.59842519685039,0.1,14.0,d
278223,Eau de Coco,75.0,2.4,,0.4,0.0393700787401575,0.1,5.0,c
227986,Kit Pizza,870.0,1.6,,4.9,0.62992125984252,0.6,5.0,c
193424,la Laitière crème dessert craquante chocolat,921.0,16.2,0.5,3.7,0.0905511811023622,9.1,15.0,d
194683,Banania,1548.0,68.0,6.4,5.7,0.0236220472440945,1.2,16.0,e
261681,Yaourt nature 0%,153.0,4.5,0.0,4.3,0.0393700787401575,0.0,-2.0,a
187002,Runderballetjes,920.0,0.0,0.2,18.0,0.47244094488189003,6.5,13.0,d
213716,Biscottes nature,1641.0,7.2,3.9,10.7,0.598425196850394,0.3,6.0,c
271272,Foie gras de canard du Sud-Ouest mi-cuit nature,,,,,,,,
219152,Coffret Biscuits Salés,,,,,,,,
223583,Diablotins salé,2021.0,5.9,2.0,4.4,0.748031496062992,2.6,15.0,d
25296,Oatmeal Squares,1569.0,16.0,8.9,10.7,0.122047244094488,0.9,-2.0,a
230980,"12 autres macarons, cassis-violette, pistache, fruit de la passion, réglisse",1702.0,45.5,3.9,7.5,0.04,4.6,14.0,d
232979,Burger végétal Curry,992.0,7.0,4.5,11.8,0.6,1.0,-1.0,a
227594,Beurre tendre demi-sel (80 % MG),2980.0,0.5,,0.7,0.78740157480315,55.0,26.0,e
188569,Pérènes Complet,1013.0,2.7,,6.8,0.590551181102362,0.2,5.0,c
188928,Biscuits Petit Déjeuner Croc'matin Lait,1904.0,26.0,,7.1,0.23622047244094502,9.1,21.0,e
215192,Pulpe de tomates,84.0,,,1.3,,,,
204410,Jambon,477.0,0.7,,21.0,0.748031496062992,1.1,5.0,c
335266,Spirale Complète,,,,,,,,
283039,"Brot, Roggenmischbrot",929.0,2.0,6.5,7.0,0.5118110236220471,0.3,-2.0,a
203516,Georges Laporte Pâtissier Mini cakes tout chocolat,1778.0,5.4,,0.78,0.0,2.949,8.0,c
207060,Dattes deglet nour,1194.0,58.0,6.7,2.1,0.0078740157480315,0.1,2.0,b
190926,Saucisson Sec Artisanal,1427.0,1.0,0.0,32.0,2.04724409448819,8.9,22.0,e
209078,Ravioli Pur Boeuf,490.0,3.2,0.0,4.1,0.36220472440944895,1.1,4.0,c
234530,L'empresuré,502.0,18.0,0.0,5.7,0.09448818897637801,1.3,3.0,c
220607,Tranchettes Edam au lait pasteurisé (24% MG),1296.0,0.0,0.0,24.0,0.78740157480315,17.0,16.0,d
203468,Recette du sud ouest,837.0,44.4,,0.7,0.00393700787401575,0.1,11.0,d
234016,Génoise fraise,,,,,,,,
274505,Le 100% CRIOLLO,2389.0,2.0,0.0,12.0,0.0,26.0,17.0,d
274610,Bordeaux cuvée des anges 2009 (vin bio),,,,,,,,
302999,Sunny salads bettraves rouges,297.0,12.1,2.1,1.1,0.19685039370078697,0.1,2.0,b
192632,Jus Ananas,201.0,11.0,0.0,0.0,0.00393700787401575,0.0,5.0,c
181767,Coshida,4.0,1.0,,8.0,0.0,1.0,-4.0,a
288107,Kokosmus,3012.0,4.0,6.8,8.0,0.0118110236220472,67.0,13.0,d
195650,Donut,2042.0,22.3,,4.9,0.200787401574803,15.9,22.0,e
186551,Steak de filet x4 (cheval),,,,,,,,
215450,Jambon cuit supérieur,474.0,0.5,,20.4,0.7362204724409449,1.2,5.0,c
226582,Carrés amande,1615.0,37.1,,5.7,0.19685039370078697,5.8,19.0,e
220773,Chorizo fort pur porc au piment d'Espagne,2262.0,1.0,0.0,20.1,1.8,17.1,26.0,e
249186,Terrine Truite Petits Legumes,891.0,2.1,0.0,10.0,0.433070866141732,1.7,2.0,b
266569,Duo haricots verts haricots beurre extra fins,98.0,0.5,2.8,1.7,0.22440944881889802,0.1,-7.0,a
265209,Tuiles saveur spicy,2184.0,5.0,,4.3,0.47244094488189003,2.5,14.0,d
67789,Mary Kay At Playtm Jelly Lip Gloss ),1402.0,2.1,9.0,13.8,0.00393700787401575,0.3,-6.0,a
277183,Virgin Coconut Oil,3515.0,,,0.0,,,,
220440,"Thon entier à l'huile de tournesol pêché canne U, boîte de 1/5",799.0,0.0,0.0,26.0,0.476377952755905,1.5,3.0,c
214130,Jus de pamplemousse rose,190.0,8.1,0.5,0.6,0.002,0.5,3.0,c
244217,Thé vert (spécial gunpowder),,,,,,,,
195796,Blédidej céréales au lait de suite saveur Vanille,374.0,4.8,0.2,1.9,0.037000000000000005,1.4,2.0,b
276853,Boule de gum,,,,,,,,
351651,Cup Soupe Crevette Yum Yum,406.0,1.9,0.0,2.0,0.47244094488189003,1.8,6.0,c
308858,"Santé & Bien-être / Sports, Yoga / Nutrition Sportive Naturelle",1611.0,1.7,6.1,71.0,0.3543307086614171,2.2,-1.0,a
264832,Allumettes fumées,1112.0,0.3,0.0,17.0,1.1,9.6,22.0,e
240366,"Fourchette d'Augustin Lasagnes de bœuf, pâtes fraîches la barquette de 900 g",573.0,0.8,0.0,7.4,0.551181102362205,3.3,6.0,c
228804,La Mayonnaise with fresh eggs,2715.0,,,1.0,,,,
277195,Terrine de foie de volaille au cognac,1234.0,0.38,0.0,13.4,0.6181102362204721,10.4,19.0,e
218064,Beurre moulé de Bretagne doux,3113.0,0.0,0.0,0.8,0.0196850393700787,60.0,19.0,e
278146,Miel des Monts du Bugey,,,,,,,,
213091,Chips,2243.0,0.5,,6.0,0.413385826771654,2.5,12.0,d
179517,Saint-Marcellin (23% MG),1079.0,0.0,0.0,15.3,0.393700787401575,21.5,12.0,d
255657,Nonnettes de Dijon Fourrées à la Confiture d'Orange,1456.0,44.0,1.5,4.3,0.173228346456693,0.5,12.0,d
193916,Jockey Avec du bon lait entier (8 % MG),475.0,4.2,,6.3,0.0393700787401575,5.6,3.0,c
271064,Poire Rocha,,,,,,,,
272915,La Mousse à la Framboise,,,,,,,,
251714,Chocolat Superfruits Amazonie Noir 72%,2381.0,27.0,9.5,9.3,0.0078740157480315,24.0,17.0,d
237777,Crêpe Dessert,556.0,11.0,0.0,2.8,0.118110236220472,1.3,4.0,c
214226,Paquito 100% pur jus Orange Sans pulpe,193.0,8.8,,0.8,0.00393700787401575,0.1,3.0,c
293148,Biscuit De Riz WANGWANG150g,2084.0,20.6,,4.4,0.318897637795276,9.7,22.0,e
203668,GlucoRegul Biscuits Chocolat-Noisettes,1866.0,0.9,5.8,7.7,0.17716535433070899,5.9,6.0,c
226052,Gâteau de Semoule nappage chocolat,519.0,16.1,,3.3,0.0433070866141732,2.0,3.0,c
266242,Jumblies au Lait,1841.0,26.5,4.2,8.6,0.23622047244094502,5.3,12.0,d
322513,Smarties,2162.0,58.6,1.5,6.4,0.0669291338582677,15.9,24.0,e
240469,Saucisse sèche courbe LR Montagne Noire,1900.0,0.8,,29.0,1.92913385826772,14.0,25.0,e
183671,Amandes Chocolat,2322.0,45.5,0.0,9.7,0.031496062992126,17.8,26.0,e
218168,Cookies Tout Chocolat,2160.0,31.8,3.6,7.4,0.33,13.6,21.0,e
247336,Flamiche au Chaource,,,,,,,,
